date,MERCHANT_1_NUMBER_OF_TRX,MERCHANT_2_NUMBER_OF_TRX,MERCHANT_LOW_NUMBER_OF_TRX
2021-05-24 02:00:00,91.0,2.0,0.0
2021-05-24 03:00:00,80.0,0.0,0.0
2021-05-24 04:00:00,117.0,1.0,0.0
2021-05-24 05:00:00,145.0,0.0,0.0
2021-05-24 06:00:00,105.0,1.0,0.0
2021-05-24 07:00:00,67.0,1.0,0.0
2021-05-24 08:00:00,65.0,0.0,0.0
2021-05-24 09:00:00,61.0,1.0,0.0
2021-05-24 10:00:00,73.0,3.0,0.0
2021-05-24 11:00:00,125.0,3.0,0.0
2021-05-24 12:00:00,178.0,9.0,0.0
2021-05-24 13:00:00,0.0,0.0,0.0
2021-05-24 14:00:00,0.0,2.0,0.0
2021-05-24 15:00:00,0.0,0.0,0.0
2021-05-24 16:00:00,0.0,1.0,0.0
2021-05-24 17:00:00,0.0,0.0,0.0
2021-05-24 18:00:00,0.0,0.0,0.0
2021-05-24 19:00:00,0.0,3.0,0.0
2021-05-24 20:00:00,0.0,4.0,0.0
2021-05-24 21:00:00,0.0,3.0,0.0
2021-05-24 22:00:00,0.0,4.0,0.0
2021-05-24 23:00:00,0.0,1.0,0.0
2021-05-25 00:00:00,0.0,3.0,0.0
2021-05-25 01:00:00,115.0,2.0,0.0
2021-05-25 02:00:00,85.0,0.0,0.0
2021-05-25 03:00:00,70.0,0.0,0.0
2021-05-25 04:00:00,105.0,1.0,0.0
2021-05-25 05:00:00,168.0,0.0,0.0
2021-05-25 06:00:00,108.0,0.0,0.0
2021-05-25 07:00:00,113.0,0.0,0.0
2021-05-25 08:00:00,77.0,0.0,0.0
2021-05-25 09:00:00,82.0,0.0,0.0
2021-05-25 10:00:00,87.0,1.0,0.0
2021-05-25 11:00:00,175.0,1.0,0.0
2021-05-25 12:00:00,160.0,2.0,0.0
2021-05-25 13:00:00,0.0,0.0,0.0
2021-05-25 14:00:00,0.0,0.0,0.0
2021-05-25 15:00:00,0.0,0.0,0.0
2021-05-25 16:00:00,0.0,3.0,0.0
2021-05-25 17:00:00,0.0,1.0,0.0
2021-05-25 18:00:00,0.0,3.0,0.0
2021-05-25 19:00:00,0.0,2.0,0.0
2021-05-25 20:00:00,0.0,4.0,0.0
2021-05-25 21:00:00,0.0,0.0,0.0
2021-05-25 22:00:00,0.0,1.0,0.0
2021-05-25 23:00:00,0.0,5.0,0.0
2021-05-26 00:00:00,0.0,2.0,0.0
2021-05-26 01:00:00,154.0,1.0,0.0
2021-05-26 02:00:00,143.0,0.0,0.0
2021-05-26 03:00:00,115.0,5.0,0.0
2021-05-26 04:00:00,152.0,2.0,0.0
2021-05-26 05:00:00,198.0,0.0,0.0
2021-05-26 06:00:00,147.0,0.0,0.0
2021-05-26 07:00:00,106.0,4.0,0.0
2021-05-26 08:00:00,101.0,3.0,0.0
2021-05-26 09:00:00,85.0,0.0,0.0
2021-05-26 10:00:00,117.0,4.0,0.0
2021-05-26 11:00:00,194.0,0.0,0.0
2021-05-26 12:00:00,176.0,3.0,0.0
2021-05-26 13:00:00,0.0,1.0,0.0
2021-05-26 14:00:00,0.0,1.0,0.0
2021-05-26 15:00:00,0.0,0.0,0.0
2021-05-26 16:00:00,0.0,2.0,0.0
2021-05-26 17:00:00,0.0,1.0,0.0
2021-05-26 18:00:00,0.0,0.0,0.0
2021-05-26 19:00:00,0.0,1.0,0.0
2021-05-26 20:00:00,0.0,2.0,0.0
2021-05-26 21:00:00,0.0,10.0,0.0
2021-05-26 22:00:00,0.0,1.0,0.0
2021-05-26 23:00:00,0.0,3.0,0.0
2021-05-27 00:00:00,0.0,1.0,0.0
2021-05-27 01:00:00,168.0,2.0,0.0
2021-05-27 02:00:00,131.0,2.0,0.0
2021-05-27 03:00:00,108.0,0.0,0.0
2021-05-27 04:00:00,181.0,0.0,0.0
2021-05-27 05:00:00,238.0,0.0,0.0
2021-05-27 06:00:00,151.0,1.0,0.0
2021-05-27 07:00:00,134.0,0.0,0.0
2021-05-27 08:00:00,120.0,0.0,0.0
2021-05-27 09:00:00,153.0,0.0,0.0
2021-05-27 10:00:00,128.0,0.0,0.0
2021-05-27 11:00:00,214.0,0.0,0.0
2021-05-27 12:00:00,184.0,1.0,0.0
2021-05-27 13:00:00,0.0,1.0,0.0
2021-05-27 14:00:00,0.0,5.0,0.0
2021-05-27 15:00:00,0.0,6.0,0.0
2021-05-27 16:00:00,0.0,2.0,0.0
2021-05-27 17:00:00,0.0,1.0,0.0
2021-05-27 18:00:00,0.0,9.0,0.0
2021-05-27 19:00:00,0.0,10.0,0.0
2021-05-27 20:00:00,0.0,2.0,0.0
2021-05-27 21:00:00,0.0,2.0,0.0
2021-05-27 22:00:00,0.0,8.0,0.0
2021-05-27 23:00:00,0.0,0.0,0.0
2021-05-28 00:00:00,0.0,5.0,0.0
2021-05-28 01:00:00,206.0,2.0,0.0
2021-05-28 02:00:00,141.0,1.0,0.0
2021-05-28 03:00:00,115.0,5.0,0.0
2021-05-28 04:00:00,183.0,0.0,0.0
2021-05-28 05:00:00,263.0,0.0,0.0
2021-05-28 06:00:00,202.0,0.0,0.0
2021-05-28 07:00:00,165.0,0.0,0.0
2021-05-28 08:00:00,130.0,0.0,0.0
2021-05-28 09:00:00,120.0,0.0,0.0
2021-05-28 10:00:00,164.0,0.0,0.0
2021-05-28 11:00:00,252.0,2.0,0.0
2021-05-28 12:00:00,276.0,0.0,0.0
2021-05-28 13:00:00,0.0,3.0,0.0
2021-05-28 14:00:00,0.0,0.0,0.0
2021-05-28 15:00:00,0.0,1.0,0.0
2021-05-28 16:00:00,0.0,0.0,0.0
2021-05-28 17:00:00,0.0,1.0,0.0
2021-05-28 18:00:00,0.0,0.0,0.0
2021-05-28 19:00:00,0.0,1.0,0.0
2021-05-28 20:00:00,0.0,0.0,0.0
2021-05-28 21:00:00,0.0,1.0,0.0
2021-05-28 22:00:00,0.0,1.0,0.0
2021-05-28 23:00:00,0.0,5.0,0.0
2021-05-29 00:00:00,0.0,0.0,0.0
2021-05-29 01:00:00,308.0,4.0,0.0
2021-05-29 02:00:00,233.0,2.0,0.0
2021-05-29 03:00:00,176.0,0.0,0.0
2021-05-29 04:00:00,206.0,4.0,0.0
2021-05-29 05:00:00,306.0,6.0,0.0
2021-05-29 06:00:00,288.0,3.0,0.0
2021-05-29 07:00:00,214.0,1.0,0.0
2021-05-29 08:00:00,191.0,0.0,0.0
2021-05-29 09:00:00,170.0,0.0,0.0
2021-05-29 10:00:00,163.0,0.0,0.0
2021-05-29 11:00:00,221.0,0.0,0.0
2021-05-29 12:00:00,305.0,0.0,0.0
2021-05-29 13:00:00,0.0,3.0,0.0
2021-05-29 14:00:00,0.0,3.0,0.0
2021-05-29 15:00:00,0.0,0.0,0.0
2021-05-29 16:00:00,0.0,5.0,0.0
2021-05-29 17:00:00,0.0,1.0,0.0
2021-05-29 18:00:00,0.0,6.0,0.0
2021-05-29 19:00:00,0.0,6.0,0.0
2021-05-29 20:00:00,0.0,2.0,0.0
2021-05-29 21:00:00,0.0,1.0,0.0
2021-05-29 22:00:00,0.0,9.0,0.0
2021-05-29 23:00:00,0.0,6.0,0.0
2021-05-30 00:00:00,0.0,1.0,0.0
2021-05-30 01:00:00,305.0,2.0,0.0
2021-05-30 02:00:00,244.0,4.0,0.0
2021-05-30 03:00:00,208.0,3.0,0.0
2021-05-30 04:00:00,277.0,0.0,0.0
2021-05-30 05:00:00,341.0,2.0,0.0
2021-05-30 06:00:00,336.0,1.0,0.0
2021-05-30 07:00:00,261.0,1.0,0.0
2021-05-30 08:00:00,192.0,2.0,0.0
2021-05-30 09:00:00,162.0,0.0,0.0
2021-05-30 10:00:00,154.0,1.0,0.0
2021-05-30 11:00:00,219.0,1.0,0.0
2021-05-30 12:00:00,296.0,0.0,0.0
2021-05-30 13:00:00,0.0,0.0,0.0
2021-05-30 14:00:00,0.0,2.0,0.0
2021-05-30 15:00:00,0.0,1.0,0.0
2021-05-30 16:00:00,0.0,1.0,0.0
2021-05-30 17:00:00,0.0,2.0,0.0
2021-05-30 18:00:00,0.0,3.0,0.0
2021-05-30 19:00:00,0.0,4.0,0.0
2021-05-30 20:00:00,0.0,3.0,0.0
2021-05-30 21:00:00,0.0,1.0,0.0
2021-05-30 22:00:00,0.0,7.0,0.0
2021-05-30 23:00:00,0.0,3.0,0.0
2021-05-31 00:00:00,0.0,9.0,0.0
2021-05-31 01:00:00,227.0,2.0,0.0
2021-05-31 02:00:00,147.0,2.0,0.0
2021-05-31 03:00:00,123.0,3.0,0.0
2021-05-31 04:00:00,160.0,1.0,0.0
2021-05-31 05:00:00,224.0,0.0,0.0
2021-05-31 06:00:00,142.0,0.0,0.0
2021-05-31 07:00:00,123.0,0.0,0.0
2021-05-31 08:00:00,125.0,0.0,0.0
2021-05-31 09:00:00,102.0,0.0,0.0
2021-05-31 10:00:00,145.0,2.0,0.0
2021-05-31 11:00:00,198.0,0.0,0.0
2021-05-31 12:00:00,263.0,2.0,0.0
2021-05-31 13:00:00,0.0,1.0,0.0
2021-05-31 14:00:00,0.0,0.0,0.0
2021-05-31 15:00:00,0.0,1.0,0.0
2021-05-31 16:00:00,0.0,2.0,0.0
2021-05-31 17:00:00,0.0,1.0,0.0
2021-05-31 18:00:00,0.0,2.0,0.0
2021-05-31 19:00:00,0.0,3.0,0.0
2021-05-31 20:00:00,0.0,6.0,0.0
2021-05-31 21:00:00,0.0,1.0,0.0
2021-05-31 22:00:00,0.0,5.0,0.0
2021-05-31 23:00:00,0.0,5.0,0.0
2021-06-01 00:00:00,0.0,1.0,0.0
2021-06-01 01:00:00,190.0,1.0,0.0
2021-06-01 02:00:00,125.0,0.0,0.0
2021-06-01 03:00:00,116.0,4.0,0.0
2021-06-01 04:00:00,172.0,0.0,0.0
2021-06-01 05:00:00,232.0,0.0,0.0
2021-06-01 06:00:00,130.0,0.0,0.0
2021-06-01 07:00:00,116.0,3.0,0.0
2021-06-01 08:00:00,126.0,1.0,0.0
2021-06-01 09:00:00,113.0,0.0,0.0
2021-06-01 10:00:00,146.0,0.0,0.0
2021-06-01 11:00:00,214.0,5.0,0.0
2021-06-01 12:00:00,214.0,3.0,0.0
2021-06-01 13:00:00,0.0,5.0,0.0
2021-06-01 14:00:00,0.0,1.0,0.0
2021-06-01 15:00:00,0.0,2.0,0.0
2021-06-01 16:00:00,0.0,4.0,0.0
2021-06-01 17:00:00,0.0,1.0,0.0
2021-06-01 18:00:00,0.0,3.0,0.0
2021-06-01 19:00:00,0.0,9.0,0.0
2021-06-01 20:00:00,0.0,4.0,0.0
2021-06-01 21:00:00,0.0,4.0,0.0
2021-06-01 22:00:00,0.0,4.0,0.0
2021-06-01 23:00:00,0.0,3.0,0.0
2021-06-02 00:00:00,0.0,3.0,0.0
2021-06-02 01:00:00,240.0,2.0,0.0
2021-06-02 02:00:00,187.0,0.0,0.0
2021-06-02 03:00:00,145.0,0.0,0.0
2021-06-02 04:00:00,197.0,1.0,0.0
2021-06-02 05:00:00,253.0,1.0,0.0
2021-06-02 06:00:00,184.0,0.0,0.0
2021-06-02 07:00:00,120.0,0.0,0.0
2021-06-02 08:00:00,132.0,1.0,0.0
2021-06-02 09:00:00,142.0,1.0,0.0
2021-06-02 10:00:00,169.0,1.0,0.0
2021-06-02 11:00:00,246.0,0.0,0.0
2021-06-02 12:00:00,250.0,2.0,0.0
2021-06-02 13:00:00,0.0,0.0,0.0
2021-06-02 14:00:00,0.0,2.0,0.0
2021-06-02 15:00:00,0.0,1.0,0.0
2021-06-02 16:00:00,0.0,3.0,0.0
2021-06-02 17:00:00,0.0,5.0,0.0
2021-06-02 18:00:00,0.0,7.0,0.0
2021-06-02 19:00:00,0.0,1.0,0.0
2021-06-02 20:00:00,0.0,4.0,0.0
2021-06-02 21:00:00,0.0,3.0,0.0
2021-06-02 22:00:00,0.0,4.0,0.0
2021-06-02 23:00:00,0.0,5.0,0.0
2021-06-03 00:00:00,0.0,5.0,0.0
2021-06-03 01:00:00,218.0,0.0,0.0
2021-06-03 02:00:00,155.0,3.0,0.0
2021-06-03 03:00:00,128.0,1.0,0.0
2021-06-03 04:00:00,215.0,0.0,0.0
2021-06-03 05:00:00,312.0,0.0,0.0
2021-06-03 06:00:00,208.0,0.0,0.0
2021-06-03 07:00:00,175.0,0.0,0.0
2021-06-03 08:00:00,149.0,1.0,0.0
2021-06-03 09:00:00,174.0,2.0,0.0
2021-06-03 10:00:00,193.0,2.0,0.0
2021-06-03 11:00:00,293.0,3.0,0.0
2021-06-03 12:00:00,278.0,1.0,0.0
2021-06-03 13:00:00,0.0,2.0,0.0
2021-06-03 14:00:00,0.0,5.0,0.0
2021-06-03 15:00:00,0.0,5.0,0.0
2021-06-03 16:00:00,0.0,3.0,0.0
2021-06-03 17:00:00,0.0,11.0,0.0
2021-06-03 18:00:00,0.0,6.0,0.0
2021-06-03 19:00:00,0.0,1.0,0.0
2021-06-03 20:00:00,0.0,7.0,0.0
2021-06-03 21:00:00,0.0,4.0,0.0
2021-06-03 22:00:00,0.0,8.0,0.0
2021-06-03 23:00:00,0.0,3.0,0.0
2021-06-04 00:00:00,0.0,13.0,0.0
2021-06-04 01:00:00,313.0,9.0,0.0
2021-06-04 02:00:00,251.0,4.0,0.0
2021-06-04 03:00:00,171.0,4.0,0.0
2021-06-04 04:00:00,272.0,5.0,0.0
2021-06-04 05:00:00,338.0,4.0,0.0
2021-06-04 06:00:00,246.0,3.0,0.0
2021-06-04 07:00:00,214.0,2.0,0.0
2021-06-04 08:00:00,168.0,2.0,0.0
2021-06-04 09:00:00,190.0,0.0,0.0
2021-06-04 10:00:00,280.0,2.0,0.0
2021-06-04 11:00:00,424.0,3.0,0.0
2021-06-04 12:00:00,384.0,1.0,0.0
2021-06-04 13:00:00,0.0,2.0,0.0
2021-06-04 14:00:00,0.0,2.0,0.0
2021-06-04 15:00:00,0.0,6.0,0.0
2021-06-04 16:00:00,0.0,6.0,1.0
2021-06-04 17:00:00,0.0,2.0,0.0
2021-06-04 18:00:00,0.0,3.0,0.0
2021-06-04 19:00:00,0.0,4.0,0.0
2021-06-04 20:00:00,0.0,7.0,0.0
2021-06-04 21:00:00,0.0,4.0,0.0
2021-06-04 22:00:00,0.0,1.0,0.0
2021-06-04 23:00:00,0.0,7.0,0.0
2021-06-05 00:00:00,0.0,8.0,0.0
2021-06-05 01:00:00,473.0,5.0,0.0
2021-06-05 02:00:00,297.0,4.0,0.0
2021-06-05 03:00:00,232.0,4.0,0.0
2021-06-05 04:00:00,262.0,3.0,0.0
2021-06-05 05:00:00,395.0,0.0,0.0
2021-06-05 06:00:00,332.0,4.0,0.0
2021-06-05 07:00:00,248.0,0.0,0.0
2021-06-05 08:00:00,183.0,0.0,0.0
2021-06-05 09:00:00,178.0,2.0,0.0
2021-06-05 10:00:00,205.0,3.0,0.0
2021-06-05 11:00:00,292.0,0.0,0.0
2021-06-05 12:00:00,514.0,2.0,0.0
2021-06-05 13:00:00,0.0,1.0,0.0
2021-06-05 14:00:00,0.0,1.0,0.0
2021-06-05 15:00:00,0.0,5.0,0.0
2021-06-05 16:00:00,0.0,5.0,0.0
2021-06-05 17:00:00,0.0,4.0,0.0
2021-06-05 18:00:00,0.0,5.0,0.0
2021-06-05 19:00:00,0.0,5.0,0.0
2021-06-05 20:00:00,0.0,4.0,1.0
2021-06-05 21:00:00,0.0,5.0,0.0
2021-06-05 22:00:00,0.0,9.0,0.0
2021-06-05 23:00:00,0.0,8.0,0.0
2021-06-06 00:00:00,0.0,7.0,0.0
2021-06-06 01:00:00,360.0,2.0,0.0
2021-06-06 02:00:00,236.0,3.0,0.0
2021-06-06 03:00:00,191.0,9.0,0.0
2021-06-06 04:00:00,254.0,7.0,0.0
2021-06-06 05:00:00,369.0,1.0,0.0
2021-06-06 06:00:00,332.0,0.0,0.0
2021-06-06 07:00:00,281.0,4.0,0.0
2021-06-06 08:00:00,213.0,4.0,0.0
2021-06-06 09:00:00,186.0,2.0,0.0
2021-06-06 10:00:00,212.0,0.0,0.0
2021-06-06 11:00:00,261.0,1.0,0.0
2021-06-06 12:00:00,391.0,2.0,0.0
2021-06-06 13:00:00,0.0,2.0,0.0
2021-06-06 14:00:00,0.0,1.0,0.0
2021-06-06 15:00:00,0.0,4.0,0.0
2021-06-06 16:00:00,0.0,3.0,0.0
2021-06-06 17:00:00,0.0,2.0,0.0
2021-06-06 18:00:00,0.0,4.0,0.0
2021-06-06 19:00:00,0.0,5.0,0.0
2021-06-06 20:00:00,0.0,2.0,0.0
2021-06-06 21:00:00,0.0,5.0,0.0
2021-06-06 22:00:00,0.0,8.0,0.0
2021-06-06 23:00:00,0.0,4.0,0.0
2021-06-07 00:00:00,0.0,4.0,0.0
2021-06-07 01:00:00,336.0,3.0,0.0
2021-06-07 02:00:00,267.0,4.0,0.0
2021-06-07 03:00:00,181.0,0.0,0.0
2021-06-07 04:00:00,258.0,1.0,0.0
2021-06-07 05:00:00,374.0,7.0,0.0
2021-06-07 06:00:00,344.0,7.0,0.0
2021-06-07 07:00:00,260.0,1.0,0.0
2021-06-07 08:00:00,252.0,1.0,0.0
2021-06-07 09:00:00,181.0,2.0,0.0
2021-06-07 10:00:00,203.0,0.0,0.0
2021-06-07 11:00:00,309.0,0.0,0.0
2021-06-07 12:00:00,392.0,1.0,0.0
2021-06-07 13:00:00,0.0,1.0,0.0
2021-06-07 14:00:00,0.0,0.0,0.0
2021-06-07 15:00:00,0.0,6.0,0.0
2021-06-07 16:00:00,0.0,3.0,0.0
2021-06-07 17:00:00,0.0,3.0,0.0
2021-06-07 18:00:00,0.0,1.0,0.0
2021-06-07 19:00:00,0.0,4.0,0.0
2021-06-07 20:00:00,0.0,5.0,0.0
2021-06-07 21:00:00,0.0,5.0,0.0
2021-06-07 22:00:00,0.0,9.0,0.0
2021-06-07 23:00:00,0.0,7.0,0.0
2021-06-08 00:00:00,0.0,5.0,0.0
2021-06-08 01:00:00,251.0,2.0,0.0
2021-06-08 02:00:00,200.0,3.0,0.0
2021-06-08 03:00:00,130.0,1.0,0.0
2021-06-08 04:00:00,223.0,0.0,0.0
2021-06-08 05:00:00,323.0,0.0,0.0
2021-06-08 06:00:00,244.0,1.0,0.0
2021-06-08 07:00:00,181.0,0.0,0.0
2021-06-08 08:00:00,161.0,1.0,0.0
2021-06-08 09:00:00,190.0,0.0,0.0
2021-06-08 10:00:00,230.0,2.0,0.0
2021-06-08 11:00:00,354.0,0.0,0.0
2021-06-08 12:00:00,350.0,7.0,0.0
2021-06-08 13:00:00,0.0,4.0,0.0
2021-06-08 14:00:00,0.0,2.0,0.0
2021-06-08 15:00:00,0.0,3.0,0.0
2021-06-08 16:00:00,0.0,1.0,0.0
2021-06-08 17:00:00,0.0,2.0,0.0
2021-06-08 18:00:00,0.0,8.0,0.0
2021-06-08 19:00:00,0.0,6.0,0.0
2021-06-08 20:00:00,0.0,4.0,0.0
2021-06-08 21:00:00,0.0,10.0,0.0
2021-06-08 22:00:00,0.0,7.0,0.0
2021-06-08 23:00:00,0.0,5.0,0.0
2021-06-09 00:00:00,0.0,7.0,0.0
2021-06-09 01:00:00,280.0,9.0,0.0
2021-06-09 02:00:00,212.0,3.0,0.0
2021-06-09 03:00:00,163.0,2.0,0.0
2021-06-09 04:00:00,260.0,2.0,0.0
2021-06-09 05:00:00,414.0,1.0,0.0
2021-06-09 06:00:00,293.0,0.0,0.0
2021-06-09 07:00:00,234.0,1.0,0.0
2021-06-09 08:00:00,200.0,0.0,0.0
2021-06-09 09:00:00,185.0,1.0,0.0
2021-06-09 10:00:00,212.0,3.0,0.0
2021-06-09 11:00:00,341.0,2.0,0.0
2021-06-09 12:00:00,352.0,8.0,0.0
2021-06-09 13:00:00,0.0,4.0,0.0
2021-06-09 14:00:00,0.0,4.0,0.0
2021-06-09 15:00:00,0.0,3.0,0.0
2021-06-09 16:00:00,0.0,3.0,0.0
2021-06-09 17:00:00,0.0,3.0,0.0
2021-06-09 18:00:00,0.0,5.0,1.0
2021-06-09 19:00:00,0.0,3.0,0.0
2021-06-09 20:00:00,0.0,3.0,0.0
2021-06-09 21:00:00,0.0,5.0,0.0
2021-06-09 22:00:00,0.0,12.0,0.0
2021-06-09 23:00:00,0.0,4.0,0.0
2021-06-10 00:00:00,0.0,6.0,0.0
2021-06-10 01:00:00,352.0,2.0,0.0
2021-06-10 02:00:00,258.0,6.0,0.0
2021-06-10 03:00:00,220.0,1.0,0.0
2021-06-10 04:00:00,290.0,3.0,0.0
2021-06-10 05:00:00,382.0,2.0,0.0
2021-06-10 06:00:00,263.0,0.0,0.0
2021-06-10 07:00:00,213.0,1.0,0.0
2021-06-10 08:00:00,197.0,3.0,0.0
2021-06-10 09:00:00,190.0,1.0,0.0
2021-06-10 10:00:00,214.0,2.0,0.0
2021-06-10 11:00:00,320.0,1.0,0.0
2021-06-10 12:00:00,422.0,6.0,0.0
2021-06-10 13:00:00,0.0,14.0,0.0
2021-06-10 14:00:00,0.0,1.0,0.0
2021-06-10 15:00:00,0.0,6.0,0.0
2021-06-10 16:00:00,0.0,4.0,0.0
2021-06-10 17:00:00,0.0,5.0,0.0
2021-06-10 18:00:00,0.0,10.0,0.0
2021-06-10 19:00:00,0.0,13.0,0.0
2021-06-10 20:00:00,0.0,10.0,0.0
2021-06-10 21:00:00,0.0,2.0,0.0
2021-06-10 22:00:00,0.0,8.0,0.0
2021-06-10 23:00:00,0.0,11.0,0.0
2021-06-11 00:00:00,0.0,8.0,0.0
2021-06-11 01:00:00,351.0,3.0,0.0
2021-06-11 02:00:00,302.0,8.0,0.0
2021-06-11 03:00:00,223.0,9.0,0.0
2021-06-11 04:00:00,316.0,7.0,0.0
2021-06-11 05:00:00,501.0,5.0,0.0
2021-06-11 06:00:00,339.0,6.0,0.0
2021-06-11 07:00:00,253.0,2.0,0.0
2021-06-11 08:00:00,255.0,0.0,0.0
2021-06-11 09:00:00,196.0,3.0,0.0
2021-06-11 10:00:00,254.0,0.0,0.0
2021-06-11 11:00:00,482.0,1.0,0.0
2021-06-11 12:00:00,441.0,5.0,0.0
2021-06-11 13:00:00,0.0,5.0,0.0
2021-06-11 14:00:00,0.0,4.0,0.0
2021-06-11 15:00:00,0.0,8.0,1.0
2021-06-11 16:00:00,0.0,9.0,0.0
2021-06-11 17:00:00,0.0,5.0,0.0
2021-06-11 18:00:00,0.0,6.0,0.0
2021-06-11 19:00:00,0.0,7.0,0.0
2021-06-11 20:00:00,0.0,3.0,0.0
2021-06-11 21:00:00,0.0,7.0,0.0
2021-06-11 22:00:00,0.0,11.0,0.0
2021-06-11 23:00:00,0.0,8.0,0.0
2021-06-12 00:00:00,0.0,15.0,0.0
2021-06-12 01:00:00,523.0,12.0,0.0
2021-06-12 02:00:00,353.0,5.0,0.0
2021-06-12 03:00:00,265.0,1.0,0.0
2021-06-12 04:00:00,337.0,3.0,0.0
2021-06-12 05:00:00,457.0,1.0,0.0
2021-06-12 06:00:00,372.0,7.0,0.0
2021-06-12 07:00:00,323.0,11.0,0.0
2021-06-12 08:00:00,273.0,3.0,0.0
2021-06-12 09:00:00,224.0,5.0,0.0
2021-06-12 10:00:00,271.0,0.0,0.0
2021-06-12 11:00:00,409.0,1.0,0.0
2021-06-12 12:00:00,516.0,4.0,0.0
2021-06-12 13:00:00,0.0,2.0,0.0
2021-06-12 14:00:00,0.0,1.0,0.0
2021-06-12 15:00:00,0.0,15.0,0.0
2021-06-12 16:00:00,0.0,5.0,0.0
2021-06-12 17:00:00,0.0,9.0,0.0
2021-06-12 18:00:00,0.0,12.0,0.0
2021-06-12 19:00:00,0.0,15.0,0.0
2021-06-12 20:00:00,0.0,11.0,0.0
2021-06-12 21:00:00,0.0,5.0,0.0
2021-06-12 22:00:00,0.0,9.0,0.0
2021-06-12 23:00:00,0.0,5.0,0.0
2021-06-13 00:00:00,0.0,12.0,0.0
2021-06-13 01:00:00,452.0,9.0,0.0
2021-06-13 02:00:00,370.0,6.0,0.0
2021-06-13 03:00:00,259.0,4.0,0.0
2021-06-13 04:00:00,325.0,8.0,0.0
2021-06-13 05:00:00,535.0,9.0,0.0
2021-06-13 06:00:00,465.0,5.0,0.0
2021-06-13 07:00:00,396.0,3.0,0.0
2021-06-13 08:00:00,322.0,1.0,0.0
2021-06-13 09:00:00,255.0,2.0,0.0
2021-06-13 10:00:00,309.0,6.0,0.0
2021-06-13 11:00:00,490.0,2.0,0.0
2021-06-13 12:00:00,547.0,2.0,0.0
2021-06-13 13:00:00,0.0,1.0,0.0
2021-06-13 14:00:00,0.0,3.0,0.0
2021-06-13 15:00:00,0.0,1.0,0.0
2021-06-13 16:00:00,0.0,3.0,0.0
2021-06-13 17:00:00,0.0,6.0,0.0
2021-06-13 18:00:00,0.0,7.0,0.0
2021-06-13 19:00:00,0.0,1.0,0.0
2021-06-13 20:00:00,0.0,5.0,0.0
2021-06-13 21:00:00,0.0,2.0,0.0
2021-06-13 22:00:00,0.0,3.0,0.0
2021-06-13 23:00:00,0.0,7.0,0.0
2021-06-14 00:00:00,0.0,10.0,0.0
2021-06-14 01:00:00,392.0,8.0,0.0
2021-06-14 02:00:00,280.0,2.0,0.0
2021-06-14 03:00:00,230.0,6.0,0.0
2021-06-14 04:00:00,309.0,7.0,0.0
2021-06-14 05:00:00,525.0,2.0,0.0
2021-06-14 06:00:00,472.0,5.0,0.0
2021-06-14 07:00:00,386.0,3.0,0.0
2021-06-14 08:00:00,318.0,0.0,0.0
2021-06-14 09:00:00,257.0,4.0,0.0
2021-06-14 10:00:00,279.0,1.0,0.0
2021-06-14 11:00:00,428.0,0.0,0.0
2021-06-14 12:00:00,496.0,3.0,0.0
2021-06-14 13:00:00,0.0,1.0,0.0
2021-06-14 14:00:00,0.0,2.0,0.0
2021-06-14 15:00:00,0.0,2.0,0.0
2021-06-14 16:00:00,0.0,6.0,0.0
2021-06-14 17:00:00,0.0,10.0,0.0
2021-06-14 18:00:00,0.0,2.0,0.0
2021-06-14 19:00:00,0.0,4.0,0.0
2021-06-14 20:00:00,0.0,4.0,0.0
2021-06-14 21:00:00,0.0,6.0,0.0
2021-06-14 22:00:00,0.0,10.0,0.0
2021-06-14 23:00:00,0.0,11.0,0.0
2021-06-15 00:00:00,0.0,1.0,0.0
2021-06-15 01:00:00,368.0,5.0,0.0
2021-06-15 02:00:00,241.0,4.0,0.0
2021-06-15 03:00:00,186.0,12.0,0.0
2021-06-15 04:00:00,279.0,0.0,0.0
2021-06-15 05:00:00,369.0,1.0,0.0
2021-06-15 06:00:00,271.0,0.0,0.0
2021-06-15 07:00:00,200.0,0.0,0.0
2021-06-15 08:00:00,195.0,0.0,0.0
2021-06-15 09:00:00,163.0,3.0,0.0
2021-06-15 10:00:00,217.0,2.0,0.0
2021-06-15 11:00:00,286.0,6.0,0.0
2021-06-15 12:00:00,428.0,10.0,0.0
2021-06-15 13:00:00,0.0,1.0,0.0
2021-06-15 14:00:00,0.0,6.0,0.0
2021-06-15 15:00:00,0.0,4.0,0.0
2021-06-15 16:00:00,0.0,5.0,0.0
2021-06-15 17:00:00,0.0,4.0,1.0
2021-06-15 18:00:00,0.0,8.0,0.0
2021-06-15 19:00:00,0.0,4.0,0.0
2021-06-15 20:00:00,0.0,0.0,0.0
2021-06-15 21:00:00,0.0,8.0,1.0
2021-06-15 22:00:00,0.0,5.0,1.0
2021-06-15 23:00:00,0.0,7.0,0.0
2021-06-16 00:00:00,0.0,8.0,0.0
2021-06-16 01:00:00,307.0,1.0,0.0
2021-06-16 02:00:00,267.0,4.0,0.0
2021-06-16 03:00:00,230.0,3.0,0.0
2021-06-16 04:00:00,314.0,3.0,0.0
2021-06-16 05:00:00,352.0,1.0,0.0
2021-06-16 06:00:00,272.0,0.0,0.0
